district,title,link,location,size,orientation,rooms,floor,tags,brand,maintenance_time,price
Yangpu,整租·同济绿园 2室1厅 南,https://sh.lianjia.com/zufang/SH1900500706972925952.html,杨浦 鞍山 同济绿园,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,7天前维护,9300元/月
Yangpu,,,,,29.60㎡,1间在租,,"独栋公寓, 近地铁, 精装, 有阳台",城投宽庭,,4590元/月
Yangpu,整租·眉州坊 2室2厅 南,https://sh.lianjia.com/zufang/SH1849029465900843008.html,杨浦 周家嘴路 眉州坊,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,12天前维护,6600元/月
Yangpu,,,,,63.00-91.00㎡,2间在租,,"独栋公寓, 月租, 精装, 开放厨房",城投宽庭,,7656-10631元/月
Yangpu,整租·民星二村 2室0厅 南,https://sh.lianjia.com/zufang/SH1871859951043870720.html,杨浦 中原 民星二村,-,-,,,"新上, 近地铁, 精装, 双卫生间, 随时看房",贝壳优选,2天前维护,4080元/月
Yangpu,整租·盛世豪园(二期) 2室2厅 南,https://sh.lianjia.com/zufang/SH1896432590341013504.html,杨浦 中原 盛世豪园(二期),-,-,,,"官方核验, 精装",链家,3天前维护,11500元/月
Yangpu,整租·抚顺路363弄 3室0厅 南,https://sh.lianjia.com/zufang/SH1654024174626144256.html,杨浦 鞍山 抚顺路363弄,-,-,,,"月租, 近地铁, 精装, 随时看房",贝壳优选,1个月前维护,7956元/月
Yangpu,,,,,30.00㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 开放厨房",朗诗寓,,4600元/月
Yangpu,整租·怡佳苑 2室1厅 南,https://sh.lianjia.com/zufang/SH1913889743955820544.html,杨浦 黄兴公园 怡佳苑,-,-,,,"官方核验, 新上, 近地铁, 随时看房, 首次出租",贝壳优选,2天前维护,6400元/月
Yangpu,,,,,72.60㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 有阳台, 开放厨房",朗诗寓,,9170元/月
Yangpu,整租·开鲁二村 1室1厅 南,https://sh.lianjia.com/zufang/SH1814257362295324672.html,杨浦 中原 开鲁二村,-,-,,,"官方核验, 近地铁, 精装, 随时看房",贝壳优选,22天前维护,3600元/月
Yangpu,,,,,30.14㎡,1间在租,,"独栋公寓, 月租, 近地铁, 精装, 有阳台, 开放厨房",朗诗寓,,5266元/月
Yangpu,整租·民星一村 1室1厅 南,https://sh.lianjia.com/zufang/SH1908452705764900864.html,杨浦 中原 民星一村,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,5天前维护,3800元/月
Yangpu,,,,,20.00-32.00㎡,2间在租,,"独栋公寓, 月租, 近地铁, 开放厨房",国菡公寓,,2800-4100元/月
Yangpu,整租·市京一村 2室1厅 南,https://sh.lianjia.com/zufang/SH1836410490398441472.html,杨浦 中原 市京一村,-,-,,,"近地铁, 随时看房",贝壳优选,5天前维护,3876元/月
Yangpu,整租·大连西路4弄 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1897212171754930176.html,杨浦 鞍山 大连西路4弄,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,6200元/月
Yangpu,,,,6间在租,1室1厅1卫,,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 开放厨房, 押一付一",未来小家青年社区,,2980元/月
Yangpu,整租·国顺路395弄 1室1厅 南/北,https://sh.lianjia.com/zufang/SH1850451517765582848.html,杨浦 五角场 国顺路395弄,-,-,,,"新上, 近地铁, 随时看房",贝壳优选,1天前维护,3958元/月
Yangpu,整租·华润置地橡树湾 2室2厅 南,https://sh.lianjia.com/zufang/SH1856281702624657408.html,杨浦 新江湾城 华润置地橡树湾,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,2天前维护,9100元/月
Yangpu,,,,,30.00㎡,4间在租,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 开放厨房, 押一付一",未来小家青年社区,,4080元/月
Yangpu,整租·张家浜小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1645071110485573632.html,杨浦 周家嘴路 张家浜小区,-,-,,,"新上, 近地铁, 精装, 随时看房",贝壳优选,5天前维护,4539元/月
Yangpu,,,,,32.00-35.00㎡,5间在租,,"独栋公寓, 近地铁, 精装, 开放厨房, 押一付一",未来小家青年社区,,3780元/月
Yangpu,整租·国和苑 1室1厅 南,https://sh.lianjia.com/zufang/SH1655414947024207872.html,杨浦 中原 国和苑,-,-,,,"月租, 近地铁, 随时看房",贝壳优选,11天前维护,4200元/月
Yangpu,,,,,20.00㎡,2间在租,,"独栋公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一",百领汇精品公寓,,2700元/月
Yangpu,整租·密云小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1871567482876067840.html,杨浦 鞍山 密云小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,2天前维护,4700元/月
Yangpu,整租·新江湾城雍景苑 2室2厅 南,https://sh.lianjia.com/zufang/SH1876135536129736704.html,杨浦 新江湾城 新江湾城雍景苑,-,-,,,"官方核验, 精装",链家,2天前维护,8300元/月
Yangpu,整租·文轩佳苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1877317356493996032.html,杨浦 五角场 文轩佳苑,-,-,,,"官方核验, 精装",链家,3天前维护,12500元/月
Yangpu,整租·银龙新村 2室1厅 东南/南,https://sh.lianjia.com/zufang/SH1884167630961508352.html,杨浦 东外滩 银龙新村,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,7天前维护,5200元/月
Yangpu,整租·怡佳苑 2室1厅 南,https://sh.lianjia.com/zufang/SH1913889743955820544.html,杨浦 黄兴公园 怡佳苑,-,-,,,"官方核验, 新上, 近地铁, 随时看房, 首次出租",贝壳优选,2天前维护,6400元/月
Yangpu,整租·控江四村 2室1厅 南,https://sh.lianjia.com/zufang/SH1909951703428366336.html,杨浦 黄兴公园 控江四村,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,2天前维护,5500元/月
Yangpu,整租·民京路837弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1867873919290048512.html,杨浦 中原 民京路837弄,-,-,,,"官方核验, 新上, 近地铁, 随时看房",贝壳优选,3天前维护,3468元/月
Yangpu,整租·国顺路117弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1871096351543001088.html,杨浦 五角场 国顺路117弄,-,-,,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,4237元/月
Yangpu,整租·控江路645弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1818537003998773248.html,杨浦 周家嘴路 控江路645弄,-,-,,,随时看房,贝壳优选,7天前维护,4216元/月
Yangpu,整租·梅林公寓 1室1厅 南,https://sh.lianjia.com/zufang/SH1794778247922188288.html,杨浦 周家嘴路 梅林公寓,-,-,,,"公寓, 月租, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,4330元/月
Yangpu,整租·政修路29号 2室1厅 南,https://sh.lianjia.com/zufang/SH1863412417678016512.html,杨浦 五角场 政修路29号,-,-,,,"近地铁, 精装, 随时看房",贝壳优选,6天前维护,4700元/月
Yangpu,整租·恒联新天地花园 2室1厅 南,https://sh.lianjia.com/zufang/SH1911045514288168960.html,杨浦 鞍山 恒联新天地花园,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,2天前维护,11000元/月
Yangpu,整租·民星一村 1室1厅 南,https://sh.lianjia.com/zufang/SH1908452705764900864.html,杨浦 中原 民星一村,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,5天前维护,3800元/月
Yangpu,整租·恒阳花苑 2室1厅 南,https://sh.lianjia.com/zufang/SH1838509141312667648.html,杨浦 鞍山 恒阳花苑,-,-,,,"公寓, 拎包入住, 近地铁, 精装, 押一付一, 随时看房",自如,今天维护,7160元/月
Yangpu,整租·大连西路4弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1911463548534390784.html,杨浦 鞍山 大连西路4弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房, 首次出租",贝壳优选,8天前维护,4900元/月
Yangpu,整租·邯郸小区 1室0厅 南,https://sh.lianjia.com/zufang/SH1897641057307328512.html,杨浦 五角场 邯郸小区,-,-,,,"官方核验, 随时看房, 首次出租",贝壳优选,1个月前维护,4000元/月
Yangpu,整租·财富国际广场 2室1厅 南,https://sh.lianjia.com/zufang/SH1913476380276817920.html,杨浦 五角场 财富国际广场,-,-,,,"新上, 近地铁, 精装, 随时看房, 首次出租",贝壳优选,3天前维护,6500元/月
Yangpu,整租·长隆住宅小区 2室0厅 南,https://sh.lianjia.com/zufang/SH1911395379899793408.html,杨浦 周家嘴路 长隆住宅小区,-,-,,,"近地铁, 精装, 随时看房, 首次出租",贝壳优选,9天前维护,4988元/月
Yangpu,整租·抚顺路363弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1905582121263562752.html,杨浦 鞍山 抚顺路363弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房, 首次出租",贝壳优选,25天前维护,5670元/月
Yangpu,整租·怡佳苑 1室1厅 南,https://sh.lianjia.com/zufang/SH1912382148220813312.html,杨浦 黄兴公园 怡佳苑,-,-,,,"官方核验, 新上, 近地铁, 随时看房, 首次出租",贝壳优选,6天前维护,4300元/月
Yangpu,整租·密云小区 1室1厅 南,https://sh.lianjia.com/zufang/SH1911081027443359744.html,杨浦 鞍山 密云小区,-,-,,,"官方核验, 近地铁, 随时看房",链家,3天前维护,4600元/月
Yangpu,整租·辽阳大楼 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1911271584975290368.html,杨浦 周家嘴路 辽阳大楼,-,-,,,"官方核验, 业主自荐, 近地铁, 精装",链家,今天维护,6800元/月
Yangpu,整租·控江二村 1室1厅 南,https://sh.lianjia.com/zufang/SH1911294516959117312.html,杨浦 控江路 控江二村,-,-,,,"官方核验, 近地铁, 随时看房",链家,8天前维护,4000元/月
Yangpu,整租·航天小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1910270673738006528.html,杨浦 五角场 航天小区,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,1天前维护,7000元/月
Yangpu,整租·隆昌路641弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1911636787353092096.html,杨浦 周家嘴路 隆昌路641弄,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,2天前维护,5000元/月
Yangpu,整租·延吉一村 2室1厅 南,https://sh.lianjia.com/zufang/SH1910529351145750528.html,杨浦 控江路 延吉一村,-,-,,,"官方核验, 近地铁, 随时看房",链家,今天维护,4600元/月
Yangpu,整租·双辽路200弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1910530046674599936.html,杨浦 周家嘴路 双辽路200弄,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,4900元/月
Yangpu,整租·开鲁三村 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1910630156079202304.html,杨浦 中原 开鲁三村,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,3天前维护,5500元/月
Yangpu,整租·城市方园 2室1厅 南,https://sh.lianjia.com/zufang/SH1905199802392510464.html,杨浦 中原 城市方园,-,-,,,随时看房,链家,今天维护,5000元/月
Yangpu,整租·兰花教师公寓 2室1厅 南,https://sh.lianjia.com/zufang/SH1904381099673387008.html,杨浦 黄兴公园 兰花教师公寓,-,-,,,"官方核验, 近地铁",链家,3天前维护,6200元/月
Yangpu,整租·杨家宅小区 1室1厅 南/北,https://sh.lianjia.com/zufang/SH1905484329006399488.html,杨浦 周家嘴路 杨家宅小区,-,-,,,"官方核验, 近地铁",链家,5天前维护,4600元/月
Yangpu,整租·翔顺公寓 1室1厅 南,https://sh.lianjia.com/zufang/SH1905842141045719040.html,杨浦 黄兴公园 翔顺公寓,-,-,,,"官方核验, 精装",链家,今天维护,4600元/月
Yangpu,整租·敦化路3弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1912800360431353856.html,杨浦 控江路 敦化路3弄,-,-,,,"官方核验, 业主自荐, 新上, 近地铁",链家,今天维护,4800元/月
Yangpu,整租·凤城三村西区 2室1厅 南,https://sh.lianjia.com/zufang/SH1907054438061703168.html,杨浦 控江路 凤城三村西区,-,-,,,"官方核验, 近地铁, 随时看房",链家,今天维护,5300元/月
Yangpu,整租·控江路1197弄 1室1厅 西北,https://sh.lianjia.com/zufang/SH1834866466973810688.html,杨浦 周家嘴路 控江路1197弄,-,-,,,"官方核验, 近地铁, 精装",链家,2天前维护,3600元/月
Yangpu,整租·政通路285弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1850145633990606848.html,杨浦 五角场 政通路285弄,-,-,,,"官方核验, 近地铁",链家,3天前维护,3800元/月
Yangpu,整租·世纪江湾 2室2厅 南,https://sh.lianjia.com/zufang/SH1851466988107333632.html,杨浦 新江湾城 世纪江湾,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,今天维护,8000元/月
Yangpu,整租·鞍山四村第三小区 1室0厅 北,https://sh.lianjia.com/zufang/SH1851181312522584064.html,杨浦 鞍山 鞍山四村第三小区,-,-,,,"官方核验, 近地铁, 精装",链家,3天前维护,4000元/月
Yangpu,整租·新凤城 1室1厅 东南,https://sh.lianjia.com/zufang/SH1839913316462362624.html,杨浦 控江路 新凤城,-,-,,,"官方核验, 近地铁, 精装",链家,10天前维护,6800元/月
Yangpu,整租·金鹏花园 3室1厅 南,https://sh.lianjia.com/zufang/SH1840297750311206912.html,杨浦 周家嘴路 金鹏花园,-,-,,,"官方核验, 近地铁, 随时看房",链家,2天前维护,7500元/月
Yangpu,整租·翔殷路491弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1854778556672901120.html,杨浦 黄兴公园 翔殷路491弄,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,4700元/月
Yangpu,整租·梅林公寓 1室1厅 南,https://sh.lianjia.com/zufang/SH1856258466977415168.html,杨浦 周家嘴路 梅林公寓,-,-,,,"官方核验, 近地铁, 随时看房",链家,今天维护,4150元/月
Yangpu,整租·同济欣苑 3室2厅 南,https://sh.lianjia.com/zufang/SH1856990672809099264.html,杨浦 五角场 同济欣苑,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,3天前维护,10500元/月
Yangpu,整租·铁岭路90弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1857987604700463104.html,杨浦 鞍山 铁岭路90弄,-,-,,,"官方核验, 近地铁",链家,6天前维护,4600元/月
Yangpu,整租·财大小区 3室1厅 南/北,https://sh.lianjia.com/zufang/SH1846543846683443200.html,杨浦 五角场 财大小区,-,-,,,"官方核验, 近地铁, 随时看房",链家,2天前维护,7600元/月
Yangpu,整租·九龙仓玺园 3室2厅 南,https://sh.lianjia.com/zufang/SH1847628283361886208.html,杨浦 新江湾城 九龙仓玺园,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,5天前维护,26000元/月
Yangpu,整租·兰花教师公寓 3室2厅 南,https://sh.lianjia.com/zufang/SH1860157816757551104.html,杨浦 黄兴公园 兰花教师公寓,-,-,,,"官方核验, 近地铁, 精装, 双卫生间",链家,3天前维护,10000元/月
Yangpu,整租·延吉东路82弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1853340106887266304.html,杨浦 黄兴公园 延吉东路82弄,-,-,,,"官方核验, 精装",链家,4天前维护,5000元/月
Yangpu,整租·海上国际 1室2厅 南,https://sh.lianjia.com/zufang/SH1863844936525283328.html,杨浦 鞍山 海上国际,-,-,,,"近地铁, 精装",链家,4天前维护,8100元/月
Yangpu,整租·三峰大厦 1室0厅 南/西南,https://sh.lianjia.com/zufang/SH1864909327576334336.html,杨浦 鞍山 三峰大厦,-,-,,,"官方核验, 近地铁",链家,1天前维护,4500元/月
Yangpu,整租·霍兰公寓 2室2厅 南,https://sh.lianjia.com/zufang/SH1856254026392272896.html,杨浦 东外滩 霍兰公寓,-,-,,,"官方核验, 近地铁, 精装",链家,4天前维护,8000元/月
Yangpu,整租·鞍山八村 1室0厅 南,https://sh.lianjia.com/zufang/SH1857357104541597696.html,杨浦 鞍山 鞍山八村,-,-,,,"官方核验, 近地铁",链家,4天前维护,3500元/月
Yangpu,整租·财富国际广场 1室1厅 北,https://sh.lianjia.com/zufang/SH1870694640823304192.html,杨浦 五角场 财富国际广场,-,-,,,"近地铁, 精装",链家,10天前维护,5400元/月
Yangpu,整租·财富国际广场 1室1厅 北,https://sh.lianjia.com/zufang/SH1870695329356054528.html,杨浦 五角场 财富国际广场,-,-,,,"近地铁, 精装",链家,10天前维护,5200元/月
Yangpu,整租·鞍山四村第二小区 2室0厅 东南,https://sh.lianjia.com/zufang/SH1871199574312353792.html,杨浦 鞍山 鞍山四村第二小区,-,-,,,"官方核验, 近地铁",链家,14天前维护,5200元/月
Yangpu,整租·惠浦大厦 2室1厅 西南,https://sh.lianjia.com/zufang/SH1858468366092599296.html,杨浦 东外滩 惠浦大厦,-,-,,,"官方核验, 近地铁, 精装",链家,14天前维护,8300元/月
Yangpu,整租·延吉东路5弄 1室0厅 南,https://sh.lianjia.com/zufang/SH1858786553296322560.html,杨浦 控江路 延吉东路5弄,-,-,,,"官方核验, 随时看房",链家,4天前维护,3100元/月
Yangpu,整租·三峰大厦 1室1厅 东南,https://sh.lianjia.com/zufang/SH1872264046091173888.html,杨浦 鞍山 三峰大厦,-,-,,,"官方核验, 近地铁, 随时看房",链家,4天前维护,5000元/月
Yangpu,整租·控江西三村 2室2厅 南,https://sh.lianjia.com/zufang/SH1872933428333117440.html,杨浦 黄兴公园 控江西三村,-,-,,,"官方核验, 近地铁, 精装, 双卫生间, 随时看房",链家,1天前维护,5500元/月
Yangpu,整租·工农三村 1室1厅 南,https://sh.lianjia.com/zufang/SH1872900237559857152.html,杨浦 中原 工农三村,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,4500元/月
Yangpu,整租·国和二村 2室1厅 南/北,https://sh.lianjia.com/zufang/SH1861619830067560448.html,杨浦 中原 国和二村,-,-,,,"官方核验, 押一付一",链家,5天前维护,5500元/月
Yangpu,整租·九州公寓 2室1厅 南,https://sh.lianjia.com/zufang/SH1861702652421734400.html,杨浦 鞍山 九州公寓,-,-,,,"官方核验, 近地铁, 随时看房",链家,今天维护,9800元/月
Yangpu,整租·同济新村 2室1厅 南,https://sh.lianjia.com/zufang/SH1861702519680401408.html,杨浦 鞍山 同济新村,-,-,,,"官方核验, 近地铁",链家,4天前维护,6000元/月
Yangpu,整租·长海四村 1室1厅 南,https://sh.lianjia.com/zufang/SH1862028650757488640.html,杨浦 中原 长海四村,-,-,,,"官方核验, 精装",链家,5天前维护,5800元/月
Yangpu,整租·宁武小区 2室1厅 南,https://sh.lianjia.com/zufang/SH1875121295679553536.html,杨浦 周家嘴路 宁武小区,-,-,,,"官方核验, 近地铁, 精装",链家,今天维护,6800元/月
Yangpu,整租·长白三村 2室0厅 南/北,https://sh.lianjia.com/zufang/SH1875166580711620608.html,杨浦 黄兴公园 长白三村,-,-,,,"官方核验, 近地铁",链家,6天前维护,5500元/月
Yangpu,整租·宏翔公寓 2室2厅 南,https://sh.lianjia.com/zufang/SH1875816172205637632.html,杨浦 黄兴公园 宏翔公寓,-,-,,,"官方核验, 近地铁, 随时看房",链家,3天前维护,5300元/月
Yangpu,整租·长阳路890号 2室1厅 南,https://sh.lianjia.com/zufang/SH1876105482259660800.html,杨浦 东外滩 长阳路890号,-,-,,,"官方核验, 近地铁",链家,12天前维护,5900元/月
Yangpu,整租·控江路888弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1876192871615299584.html,杨浦 控江路 控江路888弄,-,-,,,"官方核验, 近地铁",链家,3天前维护,3700元/月
Yangpu,整租·控江路1197弄 2室1厅 南,https://sh.lianjia.com/zufang/SH1876920238780448768.html,杨浦 周家嘴路 控江路1197弄,-,-,,,"官方核验, 近地铁, 随时看房",链家,7天前维护,6200元/月
Yangpu,整租·开鲁路382弄 1室1厅 南,https://sh.lianjia.com/zufang/SH1878354783748751360.html,杨浦 中原 开鲁路382弄,-,-,,,"官方核验, 近地铁, 随时看房",链家,13天前维护,3700元/月
Yangpu,整租·鞍山一村 1室1厅 南,https://sh.lianjia.com/zufang/SH1847550859580276736.html,杨浦 鞍山 鞍山一村,-,-,,,"官方核验, 近地铁, 随时看房",链家,5天前维护,4500元/月
Yangpu,整租·海上国际 1室1厅 南,https://sh.lianjia.com/zufang/SH1850069275432189952.html,杨浦 鞍山 海上国际,-,-,,,"近地铁, 精装",链家,2天前维护,7300元/月
Yangpu,整租·密云小区 1室0厅 北,https://sh.lianjia.com/zufang/SH1851156090364887040.html,杨浦 鞍山 密云小区,-,-,,,"官方核验, 近地铁, 随时看房",链家,4天前维护,3500元/月
Yangpu,整租·市光四村 2室0厅 南,https://sh.lianjia.com/zufang/SH1851197611525013504.html,杨浦 中原 市光四村,-,-,,,"官方核验, 近地铁, 精装, 随时看房",链家,1天前维护,5000元/月
Yangpu,整租·新江湾时代花园 3室1厅 南,https://sh.lianjia.com/zufang/SH1854798639637987328.html,杨浦 新江湾城 新江湾时代花园,-,-,,,"官方核验, 随时看房",链家,今天维护,7500元/月
Yangpu,整租·尚浦名邸 5室2厅 复式 南/北,https://sh.lianjia.com/zufang/SH1856197388780175360.html,杨浦 新江湾城 尚浦名邸,-,-,,,"官方核验, 近地铁",链家,13天前维护,35000元/月
